landmark_id,x_norm,y_norm,z_norm,x_px,y_px,z_approx_px
378,0.5825912952423096,0.8702422380447388,0.18153706192970276,130,194,40
379,0.5926922559738159,0.8380524516105652,0.2196400910615921,132,187,49
380,0.6019356846809387,0.46799367666244507,0.039403825998306274,134,104,8
381,0.5838304162025452,0.46402305364608765,0.03528382629156113,130,103,7
382,0.5731281638145447,0.4619746208190918,0.03563324362039566,128,103,7
383,0.6965889930725098,0.4070050120353699,0.15257595479488373,156,91,34
384,0.5849966406822205,0.4426511824131012,0.029138468205928802,131,99,6
385,0.604572057723999,0.4346686005592346,0.030981913208961487,135,97,6
386,0.6278555393218994,0.43136894702911377,0.040837254375219345,140,96,9
387,0.649803102016449,0.4327881932258606,0.05581606179475784,145,96,12
388,0.6614360213279724,0.4378478527069092,0.07014451175928116,148,98,15
389,0.6777961850166321,0.3742659091949463,0.29890570044517517,151,83,66
390,0.6570314168930054,0.4594339430332184,0.07715176045894623,147,102,17
391,0.6150245666503906,0.7018872499465942,-0.0013421152252703905,137,157,0
392,0.6118589639663696,0.64488285779953,-0.05205937474966049,137,144,-11
393,0.582672655582428,0.7013395428657532,-0.044460367411375046,130,157,-9
394,0.6140340566635132,0.8162510991096497,0.18042495846748352,137,182,40
395,0.59912109375,0.8497949838638306,0.14751437306404114,134,190,33
396,0.5582267045974731,0.9161866307258606,0.07218790054321289,125,205,16
397,0.6141608357429504,0.745235800743103,0.3225618004798889,137,166,72
398,0.5740301012992859,0.4535101056098938,0.03132457286119461,128,101,7
399,0.5780616402626038,0.5361853241920471,-0.06348740309476852,129,120,-14
400,0.5690481066703796,0.9003642797470093,0.14234140515327454,127,201,31
401,0.6708521842956543,0.616533100605011,0.2976662814617157,150,138,66
402,0.5806992053985596,0.7894869446754456,0.011354916729032993,130,176,2
403,0.5868245363235474,0.7981524467468262,0.008890457451343536,131,178,1
404,0.5927187204360962,0.8113096952438354,0.008309298194944859,132,181,1
405,0.594550609588623,0.8260151147842407,0.015796462073922157,133,185,3
406,0.585230827331543,0.8376104235649109,0.043427541851997375,131,187,9
407,0.5999894142150879,0.771003007888794,0.041844356805086136,134,172,9
408,0.6087096929550171,0.7667049169540405,0.044823791831731796,136,171,10
409,0.6153842806816101,0.7599496841430664,0.04665851220488548,137,170,10
410,0.6331441402435303,0.735840916633606,0.05664979666471481,141,164,12
411,0.680991530418396,0.6452993750572205,0.13708022236824036,152,144,30
412,0.5660573244094849,0.5043814182281494,-0.043266940861940384,126,112,-9
413,0.5589420795440674,0.44295844435691833,-0.0011039513628929853,125,99,0
414,0.5676640272140503,0.4442698359489441,0.018639780580997467,127,99,4
415,0.5915067195892334,0.7686386108398438,0.04340363293886185,132,172,9
416,0.6615163087844849,0.7038321495056152,0.18964217603206635,148,157,42
417,0.5499447584152222,0.445137083530426,-0.044277023524045944,123,99,-9
418,0.5858318209648132,0.850303590297699,0.06619356572628021,131,190,14
419,0.5675974488258362,0.524224579334259,-0.09229812771081924,127,117,-20
420,0.5970184803009033,0.5787972807884216,-0.051257163286209106,133,129,-11
421,0.5595500469207764,0.8758798837661743,0.04068437218666077,125,196,9
422,0.6265082359313965,0.7901008129119873,0.10245382785797119,140,176,22
423,0.6265789270401001,0.6470116972923279,0.024766847491264343,140,144,5
424,0.6069956421852112,0.8217792510986328,0.08706945180892944,135,184,19
425,0.6616863012313843,0.6362571120262146,0.058735497295856476,148,142,13
426,0.6409382224082947,0.6742417216300964,0.04375159740447998,143,151,9
427,0.6664249897003174,0.6761177182197571,0.09543532133102417,149,151,21
428,0.5628737211227417,0.8985956311225891,0.05235670879483223,126,201,11
429,0.6031812429428101,0.5911598205566406,-0.02400629222393036,135,132,-5
430,0.6278671026229858,0.7978758811950684,0.14012789726257324,140,178,31
431,0.6074380874633789,0.8326789736747742,0.11754070222377777,136,186,26
432,0.6438845992088318,0.7539691925048828,0.10814325511455536,144,168,24
433,0.6745944619178772,0.6636549234390259,0.21809235215187073,151,148,48
434,0.6503419280052185,0.7445408701896667,0.14585040509700775,145,166,32
435,0.6580556631088257,0.6724815964698792,0.2915550470352173,147,150,65
436,0.6471064686775208,0.7088925242424011,0.06970957666635513,144,158,15
437,0.586219310760498,0.5515727400779724,-0.03469575196504593,131,123,-7
438,0.6163021922111511,0.6375288367271423,-0.08439020067453384,138,142,-18
439,0.6199517846107483,0.6415953636169434,-0.050717420876026154,138,143,-11
440,0.614089846611023,0.6223090887069702,-0.10961248725652695,137,139,-24
441,0.5799511671066284,0.4161273241043091,-0.0035356294829398394,129,93,0
442,0.6189724206924438,0.3975410461425781,0.0032725168857723475,138,89,0
443,0.6518093943595886,0.3918342590332031,0.01925804279744625,146,87,4
444,0.6753522753715515,0.3939867317676544,0.04433475434780121,151,88,9
445,0.6863677501678467,0.40397846698760986,0.07068100571632385,153,90,15
446,0.6788973808288574,0.4476233124732971,0.12366818636655807,152,100,27
447,0.6828821301460266,0.5015338659286499,0.28336673974990845,152,112,63
448,0.6719421744346619,0.4922679662704468,0.10087092965841293,150,110,22
449,0.6543112993240356,0.5042536854743958,0.07515011727809906,146,112,16
450,0.6265910863876343,0.5063531398773193,0.05236273631453514,140,113,11
451,0.5988597273826599,0.5015584230422974,0.03557217866182327,134,112,7
452,0.5791022777557373,0.49404507875442505,0.02179957553744316,129,110,4
453,0.5662369132041931,0.48720186948776245,0.01278938539326191,126,109,2
454,0.6446651220321655,0.49153077602386475,0.38393673300743103,144,110,86
455,0.614144504070282,0.6489337682723999,-0.03710280731320381,137,145,-8
456,0.5900017619132996,0.563932478427887,-0.07964394986629486,132,126,-17
457,0.6092929244041443,0.6435784697532654,-0.11255604773759842,136,144,-25
458,0.5902579426765442,0.6586917638778687,-0.10562906414270401,132,147,-23
459,0.6037524342536926,0.6467688679695129,-0.09866929799318314,135,144,-22
460,0.6048251390457153,0.6588166356086731,-0.030754804611206055,135,147,-6
461,0.5889377593994141,0.6625718474388123,-0.1136818528175354,131,148,-25
462,0.5793723464012146,0.6678506731987,-0.08189234137535095,129,149,-18
463,0.5627628564834595,0.4631856083869934,0.023455215618014336,126,103,5
464,0.5557447075843811,0.473183810710907,0.0007646423764526844,124,105,0
465,0.5564934015274048,0.4806971549987793,-0.020746298134326935,124,107,-4
466,0.66701740026474,0.44137150049209595,0.08287174999713898,149,98,18
467,0.6777677536010742,0.42624902725219727,0.08815192431211472,151,95,19
