имя_файла,дата_обработки,форма_лба,положение_бровей,форма_головы,ошибка,соотношение_лба,средняя_высота_бровей,соотношение_головы
Оля Голубева (8).jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,12.59,58.0,1.22
Оля Седых.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,6.49,16.4,1.07
Павел Каныгин.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,15.99,20.9,1.32
Павел Каныгин1.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,9.3,18.3,1.19
павел каныгин2.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,6.55,17.0,1.06
Полине Евтушенко (1).jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,12.83,8.6,1.28
Полине Евтушенко (2).jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,14.63,11.8,1.36
Полине Евтушенко (3).jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,7.98,11.6,1.15
Прокопенко.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,8.25,18.1,1.13
Прокопенко1.jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,8.23,11.1,1.14
Прокопенко10.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,8.6,18.3,1.15
Прокопенко2.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,7.09,19.8,1.09
Прокопенко3.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,8.79,16.0,1.16
Прокопенко4.jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,7.69,10.2,1.1
Прокопенко5.jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,8.17,9.7,1.13
Прокопенко6.jpg,2025-04-17 15:48:41,прямоугольный,низкие,горизонтальная,,7.85,12.6,1.12
Прокопенко7.jpg,2025-04-17 15:48:41,прямоугольный,высокие,горизонтальная,,7.78,15.3,1.12
Прокопенко8.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.53,19.6,1.14
Прокопенко9.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.69,32.0,1.15
сванте паабо.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,3.92,24.2,0.92
Светлана Гонца (1).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.21,49.8,1.1
Светлана Гонца (10).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,17.65,34.5,1.46
Светлана Гонца (2).jpg,2025-04-17 15:48:42,не определено,не определено,не определено,Лицо не обнаружено
Светлана Гонца (3).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,12.74,19.1,1.3
Светлана Гонца (4).jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,3.07,6.3,0.88
Светлана Гонца (5).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,12.45,18.3,1.28
Светлана Гонца (6).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.58,15.8,1.2
Светлана Гонца (7).jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,13.25,9.0,1.31
Светлана Гонца (8).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,5.34,26.9,1.0
Светлана Гонца (9).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,15.29,36.3,1.36
создатель комиксов Стэн Ли.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.13,17.2,1.18
софья донец.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.81,16.8,1.2
софья донец1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,12.35,17.7,1.29
софья донец2.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.2,23.4,1.16
Столбиков1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.29,19.8,0.67
Столбиков2.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,13.88,17.4,1.34
стэнли 10.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.2,22.3,1.21
стэнли 101.jpg,2025-04-17 15:48:42,не определено,не определено,не определено,Лицо не обнаружено
стэнли 1110.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.95,21.6,1.15
стэнли 1р0.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,5.63,23.7,1.02
стэнли 8.jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,11.26,14.8,1.26
Твен 1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.45,18.3,1.1
фомин.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.95,19.6,1.12
фомин1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.18,16.4,1.13
фомин14.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.92,18.0,1.23
фомин1м.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.98,20.0,1.24
фомин5.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.76,20.4,1.2
Фомины.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,3.83,29.8,0.91
Фомиююю.jpg,2025-04-17 15:48:42,не определено,не определено,не определено,Лицо не обнаружено
Храмова Т (1).jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,10.16,12.6,1.21
Храмова Т (2).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.76,45.6,1.12
Храмова Т (3).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.21,36.9,1.26
Чагина Е (1).jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,6.46,8.0,1.05
Чагина Е (2).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.91,23.6,1.11
Чагина Е (3).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.94,32.5,1.15
эдвард григ.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.34,16.2,1.1
эдвард григ1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,9.09,18.4,1.17
эдвард григ2.jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,4.76,13.0,0.98
эдвард григ3.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.42,16.0,1.05
эдвард григ4.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.03,15.3,1.08
эдвард григ9.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.09,16.5,1.08
Эйншт.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,3.77,21.8,0.91
Эйнштейн (2).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.69,21.7,1.07
Эйнштейн мол.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.36,21.4,1.18
Эйнштейн.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.17,22.9,1.23
Эйнштейн1.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.3,22.0,1.08
Эйнштейн2.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.3,17.6,1.09
Эйнштейн3.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.9,18.2,1.07
Эйнштейн4.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.16,21.3,1.07
Эйнштейн5.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.45,21.4,1.23
Эйнштейн6.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.66,22.4,1.23
Эйнштейн9.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.34,20.5,1.26
-_OnqZ0eJas.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,14.7,23.7,1.37
1200а.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.54,18.5,1.06
16.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,5.87,22.0,1.04
16028.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,12.0,16.9,1.26
16503а (1).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.4,16.7,1.14
16503а (2).jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.74,16.7,1.15
18474.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,13.71,19.9,1.33
1mvbji9E8j8.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.02,17.1,1.14
20729.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.36,18.1,1.15
21.jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,9.9,13.6,1.22
2510.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.75,19.9,1.27
2656b.jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,11.35,14.7,1.22
2gKSVLBc23E.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.98,15.4,1.08
